{6.541,8193335394; 1.524,4454364745; 0}
{6.555,0276072956; 1.607,989774118; 0}
{6.586,7612742369; 1.686,393149239; 0}
{6.631,1850406883; 1.758,369838675; 0}
{6.687,5419808145; 1.821,4413072445; 0}
{6.692,8477180664; 1.737,0258821131; 0}
{6.737,7029557675; 1.808,7344764284; 0}
{6.757,1527393436; 1.891,049850246; 0}
{6.775,2932833357; 1.973,6636233808; 0}
{6.796,5222409776; 2.055,5381994429; 0}
{6.830,6266322902; 2.132,9397843175; 0}
{6.839,3357256138; 2.217,072218856; 0}
{6.838,1011640789; 2.301,6452092591; 0}
{6.850,538059676; 2.385,3078560963; 0}
{6.852,1975002272; 2.469,873576722; 0}
{6.850,7542072946; 2.554,4432625049; 0}
{6.846,7910718485; 2.638,9323647923; 0}
{6.844,4524182577; 2.723,4820279926; 0}
{6.830,3789170852; 2.806,8849740595; 0}
{6.824,9879608167; 2.891,294999758; 0}
{6.802,881964367; 2.972,9371443211; 0}
{6.783,2618194787; 3.055,2120783075; 0}
{6.769,1389865529; 3.138,6066850758; 0}
{6.758,709700569; 3.222,5432375531; 0}
{6.761,4760648524; 3.307,0799874111; 0}
{6.751,2448467975; 3.391,0409129956; 0}
{6.734,0833373158; 3.473,8635997439; 0}
{6.714,5192002856; 3.556,1518698081; 0}
