{6.612,5694661952; 1.442,4561027959; 0}
{6.697,0913658481; 1.439,2681054675; 0}
{6.780,910245944; 1.427,9318720815; 0}
{6.864,9972219387; 1.418,7942949428; 0}
{6.947,2415362773; 1.399,0461910625; 0}
{7.031,8162982192; 1.400,1527579916; 0}
{7.114,6786951388; 1.383,1840213077; 0}
{7.197,2143021029; 1.401,6769505227; 0}
{7.281,5293730117; 1.394,9625134236; 0}
{7.365,9824375546; 1.390,2940300296; 0}
{7.447,3051080432; 1.367,0402537233; 0}
{7.531,8158788234; 1.363,5697393476; 0}
{7.614,740348031; 1.346,906988838; 0}
{7.698,1144732177; 1.332,6637414114; 0}
{7.773,5805201186; 1.294,4670057781; 0}
{7.852,5089840015; 1.264,0628541375; 0}
